allocine_id,titre,titre_original,annee,tmdb_id,imdb_id,tmdb_titre,tmdb_titre_original,tmdb_annee,match_score,match_type
2741,La Maison du Docteur Edwardes,Spellbound,1948,4174,tt0038109,La Maison du docteur Edwardes,Spellbound,1945,0.8,incertain
46946,Les Voyages de Sullivan,Sullivan's Travels,1948,,"","","",,,aucun
96830,Le Journal d'une femme de chambre,The Diary of a Chambermaid,1948,45212,tt0038477,Le Journal d'une femme de chambre,The Diary of a Chambermaid,1946,0.9,bon
4308,Les Passagers de la nuit,Dark Passage,1948,16227,tt0039302,Les Passagers de la nuit,Dark Passage,1947,0.96,excellent
40899,La Flamme sacrée,Keeper of the Flame,1948,,"","","",,,aucun
4317,Huit Heures de sursis,Odd Man Out,1948,43461,tt0039677,Huit heures de sursis,Odd Man Out,1947,0.96,excellent
97415,Othello,A Double Life,1948,,"","","",,,aucun
2771,Le Secret derrière la porte,Secret Beyond the Door,1948,560,tt0040766,Le Secret derrière la porte,Secret Beyond the Door,1947,0.96,excellent
38273,Le Mur invisible,Gentleman's Agreement,1948,33667,tt0039416,Le Mur invisible,Gentleman's Agreement,1947,0.96,excellent
3446,Hamlet,"",1948,23383,tt0040416,Hamlet,Hamlet,1948,1,excellent
2404,Oliver Twist,"",1948,10949,tt0040662,Oliver Twist,Oliver Twist,1948,1,excellent
870,Correspondant 17,Foreign Correspondent,1948,,"","","",,,aucun
101150,Ambre,Forever Amber,1948,,"","","",,,aucun
26667,Duel au soleil,Duel in the Sun,1949,,"","","",,,aucun
1595,Crime passionnel,Fallen Angel,1949,,"","","",,,aucun
2452,Entre onze heures et minuit,"",1949,64407,tt0143235,Entre onze heures et minuit,Entre onze heures et minuit,1949,1,excellent
43450,La Route au tabac,Tobacco Road,1949,18539,tt0034297,La Route au tabac,Tobacco Road,1941,0.8,incertain
553,Les Chaussons rouges,The Red Shoes,1949,19542,tt0040725,Les Chaussons rouges,The Red Shoes,1948,0.96,excellent
745,La Cinquième colonne,Saboteur,1949,31997,tt0035279,Cinquième Colonne,Saboteur,1942,0.8,incertain
43426,La Dernière rafale,The Street with No Name,1949,,"","","",,,aucun
4305,Le Narcisse noir,Black Narcissus,1949,16391,tt0039192,Le Narcisse noir,Black Narcissus,1947,0.9,bon
198048,Femme de Feu,Ramrod,1949,,"","","",,,aucun
2250,La Dame au manteau d'hermine,That Lady in Ermine,1949,,"","","",,,aucun
147519,Les Amants Traqués,Kiss The Blood Off My Hands,1949,,"","","",,,aucun
2570,Le Voleur de bicyclette,Ladri di biciclette,1949,5156,tt0040522,Le Voleur de bicyclette,Ladri di biciclette,1948,0.96,excellent
981,La Corde,Rope,1950,1580,tt0040746,La Corde,Rope,1948,0.9,bon
7090,Le Rebelle,The Fountainhead,1950,,"","","",,,aucun
1572,La Flèche brisée,The Broken Arrow,1950,37292,tt0042286,La Flèche brisée,Broken Arrow,1950,1,excellent
2938,Macbeth,"",1950,27883,tt0040558,Macbeth,Macbeth,1948,0.9,bon
3877,La Charge héroïque,She Wore a Yellow Ribbon,1950,13909,tt0041866,La Charge héroïque,She Wore a Yellow Ribbon,1949,0.96,excellent
69105,Le Grand national,National Velvet,1950,,"","","",,,aucun
38826,Cendrillon,Cinderella,1950,11224,tt0042332,Cendrillon,Cinderella,1950,1,excellent
6866,Jeannot l'intrépide,"",1950,332442,tt0145853,Jeannot l'intrépide,Jeannot l'intrépide,1950,1,excellent
491,Quand la ville dort,The Asphalt Jungle,1950,16958,tt0042208,Quand la ville dort,The Asphalt Jungle,1950,1,excellent
36463,Les Conquérants d'un nouveau monde,Unconquered,1950,72241,tt0039931,Les Conquérants d'un nouveau monde,Unconquered,1947,0.8,incertain
4956,Les Désemparés,The Reckless Moment,1951,,"","","",,,aucun
2162,Le Grand Alibi,Stage Fright,1951,1978,tt0042994,Le Grand Alibi,Stage Fright,1950,0.96,excellent
3443,Le Christ interdit,Il Cristo proibito,1951,199512,tt0042354,Le Christ Interdit,Il Cristo proibito,1951,1,excellent
8885,La Flèche et le flambeau,The Flame and the Arrow,1951,32563,tt0042464,La Flèche et le Flambeau,The Flame and the Arrow,1950,0.96,excellent
3652,L'auberge rouge,"",1951,28190,tt0043303,L'Auberge rouge,L'Auberge rouge,1951,1,excellent
710,Le Fleuve,The River,1951,45218,tt0043972,Le Fleuve,The River,1951,1,excellent
26177,Les Contes d'Hoffmann,The Tales of Hoffmann,1951,44334,tt0044103,Les contes d'Hoffmann,The Tales of Hoffmann,1951,1,excellent
26171,L'Inconnu du Nord-Express,Strangers on a train,1952,845,tt0044079,L'Inconnu du Nord-Express,Strangers on a Train,1951,0.96,excellent
2580,Un Tramway nommé désir,A Streetcar Named Desire,1952,702,tt0044081,Un tramway nommé Désir,A Streetcar Named Desire,1951,0.96,excellent
3,Fanfan la Tulipe,"",1952,62547,tt0044602,Fanfan la Tulipe,Fanfan la Tulipe,1952,1,excellent
130149,Elle n'a dansé qu'un seul été,Hon dansade en sommar,1952,,"","","",,,aucun
101104,Jeux interdits,"",1952,5000,tt0043686,Jeux interdits,Jeux interdits,1952,1,excellent
3797,Scaramouche,"",1952,33454,tt0045125,Scaramouche,Scaramouche,1952,1,excellent
229,Le Paradis des mauvais garçons,Macao,1952,26282,tt0044863,Le Paradis des mauvais garçons,Macao,1952,1,excellent
594,Othello,The Tragedy of Othello: The Moor of Venice,1952,,"","","",,,aucun
3370,Le Train sifflera trois fois,High Noon,1952,288,tt0044706,Le train sifflera trois fois,High Noon,1952,1,excellent
7212,Les Aventures du capitaine Wyatt,Distant Drums,1952,61391,tt0043469,Les aventures du capitaine Wyatt,Distant Drums,1951,0.96,excellent
60535,Bas les masques,Deadline - U.S.A.,1953,,"","","",,,aucun
4055,Le Soleil brille pour tout le monde,The Sun Shines Bright,1953,109539,tt0046384,Le soleil brille pour tout le monde,The Sun Shines Bright,1953,1,excellent
29702,L'Ange des maudits,Rancho Notorious,1953,28894,tt0045070,L'Ange des maudits,Rancho Notorious,1952,0.96,excellent
2559,Mademoiselle Gagne-Tout,Pat and Mike,1953,33575,tt0045012,Mademoiselle Gagne-Tout,Pat and Mike,1952,0.96,excellent
93031,"Carrie, un amour désespéré",Carrie,1953,,"","","",,,aucun
2469,La Loi du silence,I Confess,1953,30159,tt0045897,La Loi du silence,I Confess,1953,1,excellent
27089,La Lune était bleue,The Moon is Blue,1953,71839,tt0046094,La Lune était bleue,The Moon Is Blue,1953,1,excellent
3916,La Femme au Gardénia,The Blue Gardenia,1953,21594,tt0045564,La Femme au gardénia,The Blue Gardenia,1953,1,excellent
1025,La Captive aux yeux clairs,The Big Sky,1953,43367,tt0044419,La Captive aux yeux clairs,The Big Sky,1952,0.96,excellent
2761,L'Homme des vallées perdues,Shane,1953,3110,tt0046303,L'Homme des vallées perdues,Shane,1953,1,excellent
185487,Le Manteau,Il Capotto,1954,93834,tt0044474,Le Manteau,Il cappotto,1952,0.9,bon
2218,Tant qu'il y aura des hommes,From Here to Eternity,1954,11426,tt0045793,Tant qu'il y aura des hommes,From Here to Eternity,1953,0.96,excellent
4652,L'Homme au million,The Million Pound Note,1954,34000,tt0046072,L'Homme au million,The Million Pound Note,1954,1,excellent
584,Tous en scène !,The Band Wagon,1954,29376,tt0045537,Tous en scène !,The Band Wagon,1953,0.96,excellent
1627,Sur les quais,On the Waterfront,1955,654,tt0047296,Sur les quais,On the Waterfront,1954,0.96,excellent
3730,Razzia sur la chnouf,"",1955,44256,tt0048543,Razzia sur la Chnouf,Razzia sur la Chnouf,1955,1,excellent
3682,Du rififi chez les hommes,"",1955,934,tt0048021,Du rififi chez les hommes,Du rififi chez les hommes,1955,1,excellent
983,Fenêtre sur cour,Rear Window,1955,567,tt0047396,Fenêtre sur cour,Rear Window,1954,0.96,excellent
35955,Les Sept femmes de Barberousse,Seven Brides For Seven Brothers,1955,16563,tt0047472,Les sept femmes de Barbe-Rousse,Seven Brides for Seven Brothers,1954,0.96,excellent
2217,Désirs humains,Human Desire,1955,,"","","",,,aucun
139,La Belle et le Clochard,Lady and the Tramp,1955,10340,tt0048280,La Belle et le Clochard,Lady and the Tramp,1955,1,excellent
36143,L'Homme qui n'a pas d'étoile,The Man without a star,1955,43319,tt0048340,L'Homme qui n'a pas d'étoile,Man Without a Star,1955,1,excellent
45132,Le Grand couteau,The Big Knife,1955,48155,tt0047880,Le Grand Couteau,The Big Knife,1955,1,excellent
2379,La Main au collet,To Catch A Thief,1955,381,tt0048728,La Main au collet,To Catch a Thief,1955,1,excellent
5503,A l'ombre des potences,Run for Cover,1955,85639,tt0048570,À l'ombre des potences,Run for Cover,1955,1,excellent
34739,Les Implacables,The Tall men,1956,37317,tt0048691,Les implacables,The Tall Men,1955,0.96,excellent
982,Mais qui a tué Harry ?,The Trouble with Harry,1956,11219,tt0048750,Mais… qui a tué Harry ?,The Trouble with Harry,1955,0.96,excellent
4963,La Nuit du chasseur,The Night of the Hunter,1956,3112,tt0048424,La Nuit du chasseur,The Night of the Hunter,1955,0.96,excellent
6313,Dossier secret (Mr Arkadin),Mr. Arkadin,1956,44026,tt0048393,Dossier secret,Mr. Arkadin,1955,0.96,excellent
29699,L'Homme au bras d'or,The Man With the Golden Arm,1956,541,tt0048347,L'Homme au bras d'or,The Man with the Golden Arm,1955,0.96,excellent
49109,Le Signe de Vénus,Il Segno di Venere,1956,,"","","",,,aucun
36507,L'Homme qui en savait trop,The Man Who Knew Too Much,1956,574,tt0049470,L'Homme qui en savait trop,The Man Who Knew Too Much,1956,1,excellent
131,Le Ballon rouge,"",1956,15265,tt0048980,Le Ballon rouge,Le Ballon rouge,1956,1,excellent
3241,Moby Dick,"",1956,10339,tt0049513,Moby Dick,Moby Dick,1956,1,excellent
20196,La Traversée de Paris,"",1956,19178,tt0049877,La Traversée de Paris,La Traversée de Paris,1956,1,excellent
123,La Poupée de chair,Baby Doll,1956,40478,tt0048973,La Poupée de chair,Baby Doll,1956,1,excellent
504,La Nuit de carnaval,Karnavalnaya noch,1956,,"","","",,,aucun
61637,La Neige en deuil,The Mountain,1956,57993,tt0049523,La Neige en deuil,The Mountain,1956,1,excellent
1610,La Blonde et moi,The Girl can't help it,1957,42839,tt0049263,La Blonde et moi,The Girl Can't Help It,1956,0.96,excellent
6703,Planète interdite,Forbidden Planet,1957,830,tt0049223,Planète interdite,Forbidden Planet,1956,0.96,excellent
409,L'Homme qui rétrécit,The Incredible Shrinking Man,1957,31682,tt0050539,L'Homme qui rétrécit,The Incredible Shrinking Man,1957,1,excellent
4925,Le Brigand bien-aimé,The True Story of Jesse James,1957,83354,tt0051114,Le Brigand bien-aimé,The True Story of Jesse James,1957,1,excellent
4131,Porte des Lilas,"",1957,67555,tt0050850,Porte des Lilas,Porte des Lilas,1957,1,excellent
4063,12 hommes en colère,Twelve Angry Men,1957,389,tt0050083,Douze hommes en colère,12 Angry Men,1957,0.778,incertain
2650,Un Homme dans la foule,A Face in the Crowd,1957,21849,tt0050371,Un homme dans la foule,A Face in the Crowd,1957,1,excellent
30974,Règlements de comptes à O.K. Corral,Gunfight at the O.K. Corral,1957,22201,tt0050468,Règlements de comptes à O.K. Corral,Gunfight at the O.K. Corral,1957,1,excellent
1602,Le Pont de la rivière Kwaï,The Bridge on the River Kwai,1957,826,tt0050212,Le Pont de la rivière Kwaï,The Bridge on the River Kwai,1957,1,excellent
1433,Blanches colombes et vilains messieurs,Guys and Dolls,1957,4825,tt0048140,Blanches colombes et vilains messieurs,Guys and Dolls,1955,0.9,bon
1615,Elle et lui,An Affair To Remember,1957,8356,tt0050105,Elle et lui,An Affair to Remember,1957,1,excellent
81064,Les Dix commandements,The Ten Commandments,1958,6844,tt0049833,Les Dix Commandements,The Ten Commandments,1956,0.9,bon
3653,Maigret tend un piège,"",1958,37454,tt0050669,Maigret tend un piège,Maigret tend un piège,1958,1,excellent
8883,Les Vikings,The Vikings,1958,42661,tt0052365,Les Vikings,The Vikings,1958,1,excellent
1170,La Chatte sur un toit brûlant,Cat on a Hot Tin Roof,1958,261,tt0051459,La Chatte sur un toit brûlant,Cat on a Hot Tin Roof,1958,1,excellent
52911,Le Bal des maudits,The Young Lions,1958,40739,tt0052415,Le Bal des maudits,The Young Lions,1958,1,excellent
2010,La Blonde ou la rousse,Pal Joey,1958,33734,tt0050815,La Blonde ou la Rousse,Pal Joey,1957,0.96,excellent
9524,Indiscret,Indiscreet,1958,22874,tt0051773,Indiscret,Indiscreet,1958,1,excellent
980,Sueurs froides,Vertigo,1959,426,tt0052357,Sueurs froides,Vertigo,1958,0.96,excellent
27138,Le Cauchemar de Dracula,Horror of Dracula,1959,,"","","",,,aucun
3651,"Hiroshima, mon amour","",1959,5544,tt0052893,Hiroshima mon amour,Hiroshima mon amour,1959,1,excellent
20858,J'irai cracher sur vos tombes,"",1959,51862,tt0052937,J'irai cracher sur vos tombes,J'irai cracher sur vos tombes,1959,1,excellent
1614,La Brune brulante,"Rally Round the Flag, Boys!",1959,111678,tt0052117,La Brune brûlante,"Rally 'Round the Flag, Boys!",1958,0.96,excellent
2619,Le Pigeon,I Soliti ignoti,1959,24382,tt0052216,Le Pigeon,I soliti ignoti,1958,0.96,excellent
5180,Les Cavaliers,The Horse Soldiers,1959,17664,tt0052902,Les Cavaliers,The Horse Soldiers,1959,1,excellent
117,Autopsie d'un meurtre,Anatomy of a Murder,1959,93,tt0052561,Autopsie d'un meurtre,Anatomy of a Murder,1959,1,excellent
2590,La Belle au bois dormant,Sleeping Beauty,1959,10882,tt0053285,La Belle au bois dormant,Sleeping Beauty,1959,1,excellent
8512,La Chevauchée des bannis,Day of the Outlaw,1959,37481,tt0052724,La Chevauchée des bannis,Day of the Outlaw,1959,1,excellent
2140,Les Yeux sans visage,"",1960,31417,tt0053459,Les Yeux sans visage,Les Yeux sans visage,1960,1,excellent
4916,Plein soleil,"",1960,10363,tt0054189,Plein soleil,Plein soleil,1960,1,excellent
1193,Voyage au centre de la Terre,Journey to the Centre of the Earth,1960,11571,tt0052948,Voyage au centre de la Terre,Journey to the Center of the Earth,1959,0.96,excellent
4459,La Dolce Vita,"",1960,439,tt0053779,La dolce vita,La dolce vita,1960,1,excellent
1742,L'Eau à la bouche,"",1960,63682,tt0052769,L'Eau à la bouche,L'Eau à la bouche,1960,1,excellent
75222,Rocco et ses frères,Rocco e i suoi fratelli,1960,8422,tt0054248,Rocco et ses frères,Rocco e i suoi fratelli,1960,1,excellent
837,Les Sept mercenaires,The Magnificent Seven,1961,966,tt0054047,Les Sept Mercenaires,The Magnificent Seven,1960,0.96,excellent
51887,"Elmer Gantry, le charlatan",Elmer Gantry,1961,22013,tt0053793,"Elmer Gantry, le charlatan",Elmer Gantry,1960,0.96,excellent
4542,Un Taxi pour Tobrouk,"",1961,33336,tt0054425,Un taxi pour Tobrouk,Un taxi pour Tobrouk,1961,1,excellent
108781,"Nuit noire, 17 octobre 1961","",1961,,"","","",,,aucun
4129,La Victime,Victim,1961,43028,tt0055597,La victime,Victim,1961,1,excellent
5815,L'Ile nue,Hadaka no shima,1961,,"","","",,,aucun
7545,Jugement à Nuremberg,Judgement at Nuremberg,1961,821,tt0055031,Jugement à Nuremberg,Judgment at Nuremberg,1961,1,excellent
5141,Les Deux Cavaliers,Two Rode Together,1961,32634,tt0055558,Les 2 Cavaliers,Two Rode Together,1961,1,excellent
675,La Nuit,La Notte,1961,41050,tt0054130,La Nuit,La notte,1961,1,excellent
47970,Les Quatre cavaliers de l'apocalypse,The Four Horsemen of the Apocalypse,1962,50474,tt0054890,Les Quatre Cavaliers de l'Apocalypse,The Four Horsemen of the Apocalypse,1962,1,excellent
1191,Cléo De 5 À 7,"",1962,499,tt0055852,Cléo de 5 à 7,Cléo de 5 à 7,1962,1,excellent
16259,La Rumeur,The Children's Hour,1962,20139,tt0054743,La Rumeur,The Children's Hour,1961,0.96,excellent
6299,Boccace 70,Boccaccio '70,1962,45267,tt0055805,Boccace 70,Boccaccio '70,1962,1,excellent
15876,Un Singe en hiver,"",1962,33998,tt0056636,Un singe en hiver,Un singe en hiver,1962,1,excellent
36150,Seuls sont les indomptés,Lonely Are the Brave,1962,43002,tt0056195,Seuls sont les indomptés,Lonely are the Brave,1962,1,excellent
33427,Le Jour le plus long,The Longest Day,1962,9289,tt0056197,Le Jour le plus long,The Longest Day,1962,1,excellent
5140,L'Homme qui tua Liberty Valance,The Man Who Shot Liberty Valance,1962,11697,tt0056217,L'Homme qui tua Liberty Valance,The Man Who Shot Liberty Valance,1962,1,excellent
4607,Eva,"",1962,94655,tt0059160,Eva,Eva,1962,1,excellent
8672,Coups de feu dans la Sierra,Ride the High Country,1962,36206,tt0056412,Coups de feu dans la Sierra,Ride the High Country,1962,1,excellent
226,Lolita,"",1962,802,tt0056193,Lolita,Lolita,1962,1,excellent
50471,Cybèle ou Les Dimanches de Ville d'Avray,"",1962,43001,tt0055910,Cybèle ou les dimanches de ville d'Avray,Cybèle ou les dimanches de ville d'Avray,1962,1,excellent
4380,Les Innocents,The Innocents,1962,16372,tt0055018,Les Innocents,The Innocents,1961,0.96,excellent
464,La Baie des Anges,"",1963,60773,tt0056846,La Baie des Anges,La Baie des Anges,1963,1,excellent
30494,Le Prix d'un homme,This Sporting Life,1963,18774,tt0057578,Le prix d'un homme,This Sporting Life,1963,1,excellent
337,Huit et demi,Federico Fellini's 8 1/2,1963,422,tt0056801,Huit et demi,8½,1963,1,excellent
56733,Un été violent,Estate violente,1963,,"","","",,,aucun
103716,Harakiri,Seppuku,1963,14537,tt0056058,Harakiri,切腹,1962,0.96,excellent
51105,Le Plus sauvage d'entre tous,Hud,1963,24748,tt0057163,Le Plus Sauvage d'entre tous,Hud,1963,1,excellent
42089,La Taverne de l'Irlandais,Donovan's Reef,1963,15875,tt0057007,La Taverne de l'Irlandais,Donovan's Reef,1963,1,excellent
4327,Les Tontons flingueurs,"",1963,25253,tt0057591,Les Tontons flingueurs,Les Tontons flingueurs,1963,1,excellent
918,Le Doulos,"",1963,20778,tt0054821,Le Doulos,Le Doulos,1962,0.96,excellent
31427,"Un monde fou, fou, fou, fou",It's a Mad Mad Mad Mad World,1964,11576,tt0057193,"Un monde fou, fou, fou, fou","It's a Mad, Mad, Mad, Mad World",1963,0.96,excellent
81253,L'Homme de Rio,"",1964,4034,tt0058203,L'Homme de Rio,L'Homme de Rio,1964,1,excellent
495,Les Parapluies de Cherbourg,"",1964,5967,tt0058450,Les Parapluies de Cherbourg,Les Parapluies de Cherbourg,1964,1,excellent
6946,Cent mille dollars au soleil,"",1964,34059,tt0056917,Cent Mille Dollars au soleil,Cent Mille Dollars au soleil,1964,1,excellent
520,"Freud, passions secrètes","Freud, the secret passion",1964,35806,tt0055998,"Freud, passions secrètes",Freud: The Secret Passion,1962,0.9,bon
2742,Le Sport favori de l'homme,Man's Favorite Sport?,1964,39231,tt0058324,Le Sport favori de l'homme,Man's Favorite Sport?,1964,1,excellent
41169,Le Train,The Train,1964,3482,tt0059825,Le Train,The Train,1964,1,excellent
7546,La Femme des sables,Suna no onna,1964,16672,tt0058625,La Femme des sables,砂の女,1964,1,excellent
8186,Les Barbouzes,"",1964,31270,tt0057870,Les Barbouzes,Les Barbouzes,1964,1,excellent
3639,Mariage à l'Italienne,Matrimonio all'Italiana,1964,49687,tt0058335,Mariage à l'italienne,Matrimonio all'italiana,1964,1,excellent
188362,Fantômes à Rome,Fantasmi A Roma,1965,,"","","",,,aucun
5220,Le Bourreau,El Verdugo,1965,4498,tt0057643,Le Bourreau,El verdugo,1963,0.9,bon
3823,La Vieille dame indigne,"",1965,160847,tt0059875,La Vieille Dame indigne,La Vieille Dame indigne,1965,1,excellent
2170,Major Dundee,"",1965,29715,tt0059418,Major Dundee,Major Dundee,1965,1,excellent
46834,"Chut, Chut, chère Charlotte","Hush...Hush, Sweet Charlotte",1965,10299,tt0058213,"Chut, chut, chère Charlotte","Hush... Hush, Sweet Charlotte",1964,0.96,excellent
87989,"Alphaville, une étrange aventure de Lemmy Caution","",1965,8072,tt0058898,"Alphaville, une étrange aventure de Lemmy Caution","Alphaville, une étrange aventure de Lemmy Caution",1965,1,excellent
1140,Paris vu par...,"",1965,51808,tt0059565,Paris vu par…,Paris vu par…,1965,1,excellent
3507,Sa Majesté des mouches,Lord of the Flies,1965,9960,tt0057261,Sa Majesté des Mouches,Lord of the Flies,1963,0.9,bon
43617,Cyclone à la Jamaïque,A High Wind in Jamaica,1965,38340,tt0059269,Cyclone à la Jamaïque,A High Wind in Jamaica,1965,1,excellent
